"RecordDate","Sentiment","Author","AuthorID","ScreenName","ChannelGroupID","IsBrandPost","PostType","BrandName","InfluencerCategory","IsAuthorInfluencer"
2023-12-11,Neutral,Purnima Karmakar,"9692171647491766",,2,0,4,TATADigital,,0
2023-12-11,Positive,Sisir Kanta Swain,a:166e147e-cd5f-4ac4-9997-ff9fb46aac89,"",7,0,14,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170859,"",7,1,13,TATADigital,,0
2023-12-11,Neutral,Shailendra Singh Kushwah,"7063743046980622",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Dwaraka_Addagiri,"770244553978867712",Dwaraka_lucky,1,0,6,TATADigital,,0
2023-12-11,Positive,Sagar Agrawal,"7087384971284263",,2,0,4,TATADigital,,0
2023-12-11,Positive,SANJAY GUPTA,a:937dd695-d92b-472b-a406-35bb799f9821,"",7,0,14,TATADigital,,0
2023-12-11,Neutral,Geetha Sumanvi,"935406537803153408",geesuu96,1,0,11,TATADigital,,0
2023-12-11,Neutral,Saru,"806504738",akshayachu58,1,0,2,TATADigital,,0
2023-12-11,Positive,venkatesh kadirisani,a:0f344003-7ea7-4b0c-9d54-04ed24c76880,"",7,0,14,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170865,"",7,1,13,TATADigital,,0
2023-12-11,Neutral,Dorababu Babu,"6964193866983412",,2,0,4,TATADigital,,0
2023-12-11,Negative,Dwaraka_Addagiri,"770244553978867712",Dwaraka_lucky,1,0,6,TATADigital,,0
2023-12-11,Neutral,Nareshkumar Charo,"6990308054364142","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Rayapati Rajesh,a:6b892684-3cac-4e05-976e-220b4a85f7bf,"",7,0,14,TATADigital,,0
2023-12-11,Negative,Mukesh Kumar,"978997730876862466",MukeshKmicky,1,0,6,TATADigital,,0
2023-12-11,Negative,Saru,"806504738",akshayachu58,1,0,2,TATADigital,,0
2023-12-11,Neutral,$um331,"80359647",sumeet_srj,1,0,11,TATADigital,Redundant,1
2023-12-11,Neutral,,com.tatadigital.tcp_170878,"",7,1,13,TATADigital,,0
2023-12-11,Neutral,Vikram Kumar,"7014768268588142",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Dwaraka_Addagiri,"770244553978867712",Dwaraka_lucky,1,0,6,TATADigital,,0
2023-12-11,Positive,Nareshkumar Charo,"6990308054364142","",2,0,6,TATADigital,,0
2023-12-11,Positive,Anshu Tiwari,a:7097046b-87ad-4730-a9b8-fb0941d876df,"",7,0,14,TATADigital,,0
2023-12-11,Positive,Mukesh Kumar,"978997730876862466",MukeshKmicky,1,0,6,TATADigital,,0
2023-12-11,Negative,Saru,"806504738",akshayachu58,1,0,2,TATADigital,,0
2023-12-11,Positive,Anonymous,"8038699642821991",Anonymous,3,0,2,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170885,"",7,1,13,TATADigital,,0
2023-12-11,Neutral,Makeeriyam Karamel,"6937545309675001",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Susanta Ghosh,"7545849268761978","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Skip P,"7018406544914674",,2,0,4,TATADigital,,0
2023-12-11,Positive,Pramod Kumar,a:83a96930-c94f-4acf-a255-bf70b1284f43,"",7,0,14,TATADigital,,0
2023-12-11,Negative,Mukesh Kumar,"978997730876862466",MukeshKmicky,1,0,6,TATADigital,,0
2023-12-11,Negative,Saru,"806504738",akshayachu58,1,0,8,TATADigital,,0
2023-12-11,Neutral,Ananth Nanthu,"7601857903161188",,2,0,4,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170892,"",7,1,13,TATADigital,,0
2023-12-11,Neutral,Gayathri Siva,"6897505617008815",,2,0,4,TATADigital,,0
2023-12-11,Positive,N.A.Prasanna Venkatesh,urn:li:person:tMv3wE6XOo,,5,0,2,TATADigital,,0
2023-12-11,Neutral,Skip P,"7018406544914674",,2,0,4,TATADigital,,0
2023-12-11,Positive,Blue Dart Support,"970618287070445568",BlueDartCares,1,0,11,TATADigital,Users with Followers more than 5000,1
2023-12-11,Positive,Saini shab@143,"781da2e2-0ab9-4419-8081-4a29ecfd5178",,30,0,14,TATADigital,,0
2023-12-11,Negative,Saru,"806504738",akshayachu58,1,0,2,TATADigital,,0
2023-12-11,Neutral,Saba Shakeel,"7630293890349088",,2,0,4,TATADigital,,0
2023-12-11,Negative,Neelabh Roy,a:b322f579-bed4-471e-885a-ee06accb5dff,"",7,0,14,TATADigital,,0
2023-12-11,Neutral,Sultan Ahmad,"6899195536825363",,2,0,4,TATADigital,,0
2023-12-11,Positive,Debasmita Das,urn:li:person:T0tJHbvr5G,,5,0,4,TATADigital,,0
2023-12-11,Neutral,Skip P,"7018406544914674",,2,0,4,TATADigital,,0
2023-12-11,Negative,dinesh4188,"972a36f0-f778-4296-98fd-ea18f4e81d1b",,30,0,14,TATADigital,,0
2023-12-11,Negative,Gaurav Rana,"767689458938503169",gaurav_orange,1,0,11,TATADigital,,0
2023-12-11,Positive,Manmauji Baadshah,"7944761022206910",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Ashok Kalyani,"7442418692436956",,2,0,4,TATADigital,,0
2023-12-11,Positive,jawaharlal nanda,a:ca80ba91-9245-4cae-98d5-4f48456455a1,"",7,0,14,TATADigital,,0
2023-12-11,Neutral,rooster__boy___alone,"6902281689848073",rooster__boy___alone,3,0,6,TATADigital,,0
2023-12-11,Positive,Debasmita Das,urn:li:person:T0tJHbvr5G,,5,0,2,TATADigital,,0
2023-12-11,Neutral,dsantosh19,"7028464420524046",dsantosh19,3,0,6,TATADigital,,0
2023-12-11,Positive,Komala n,"9deaeb55-bea9-4b59-b468-ddd002e0db34",,30,0,14,TATADigital,,0
2023-12-11,Negative,Gaurav Rana,"767689458938503169",gaurav_orange,1,0,11,TATADigital,,0
2023-12-11,Neutral,Manmauji Baadshah,"7944761022206910",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Rams Sai,"7401674709845064",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Shreyas Saumitra,a:e03b89b8-dcc5-4c28-833a-8e9883507bc7,"",7,0,14,TATADigital,,0
2023-12-11,Neutral,rooster__boy___alone,"6902281689848073",rooster__boy___alone,3,0,6,TATADigital,,0
2023-12-11,Positive,Patrick Hountehoue,"7277904622241485","",2,0,6,TATADigital,,0
2023-12-11,Negative,dsantosh19,"7028464420524046",dsantosh19,3,0,6,TATADigital,,0
2023-12-11,Positive,Ashok Kumar Girdharlal,a:425e81fb-0235-42e0-a9b4-d2945e7c6c1c,"",7,0,14,TATADigital,,0
2023-12-11,Negative,Gaurav Rana,"767689458938503169",gaurav_orange,1,0,11,TATADigital,,0
2023-12-11,Neutral,val_bha_gadhavi,"7946359385379362",val_bha_gadhavi,3,0,6,TATADigital,,0
2023-12-11,Neutral,Rams Sai,"7401674709845064",,2,0,4,TATADigital,,0
2023-12-11,Positive,Ankur Shukla,a:fe8e7436-79fd-441a-b520-3128be3da207,"",7,0,14,TATADigital,,0
2023-12-11,Positive,Sreekumari Prasanna,"6850873125027021",,2,0,4,TATADigital,,0
2023-12-11,Neutral,sonu_valmiki_o8,"7124768354225436",sonu_valmiki_o8,3,0,6,TATADigital,,0
2023-12-11,Neutral,dsantosh19,"7028464420524046",dsantosh19,3,0,6,TATADigital,,0
2023-12-11,Negative,Mr. India,"877659158",Bharatkainsan,1,0,2,TATADigital,,0
2023-12-11,Neutral,Md Ashabul Shaikh,"7758123950871267","",2,0,6,TATADigital,,0
2023-12-11,Neutral,sharmaji_upwaale,"7763582870324637",sharmaji_upwaale,3,0,6,TATADigital,,0
2023-12-11,Neutral,Reyaz Khan,"7154374744629066",,2,0,4,TATADigital,,0
2023-12-11,Positive,TIJU JOHN,a:f9453417-a48b-4cb8-9ff0-c52bca498af8,"",7,0,14,TATADigital,,0
2023-12-11,Positive,Tiffany Hernandez,"6847122995341273","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Karan Bansiwal,"7151449901585398",,2,0,4,TATADigital,,0
2023-12-11,Neutral,dsantosh19,"7028464420524046",dsantosh19,3,0,6,TATADigital,,0
2023-12-11,Neutral,Pinku Parshad,"7336073493092878",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Md Ashabul Shaikh,"7758123950871267","",2,0,6,TATADigital,,0
2023-12-11,Negative,Bappa Mondal,a:be4d630c-e24a-41bf-ae9f-18443369b936,"",7,0,14,TATADigital,,0
2023-12-11,Neutral,Reyaz Khan,"7154374744629066",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Toni Birgenja,"7303702592996242",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Tiffany Hernandez,"6847122995341273","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Rakesh Nayak,"7175673679138946","",2,0,6,TATADigital,,0
2023-12-11,Neutral,dsantosh19,"7028464420524046",dsantosh19,3,0,6,TATADigital,,0
2023-12-11,Neutral,jangid_chetan__007,"7312651525460765",jangid_chetan__007,3,0,6,TATADigital,,0
2023-12-11,Positive,Rebika Hansepi,"7349374898406797",,2,0,4,TATADigital,,0
2023-12-11,Positive,Rajanya R Brij,a:8295eac2-39f5-4160-89dd-d6f0cfc1c0c2,"",7,0,14,TATADigital,,0
2023-12-11,Positive,Raju Kawar,"7130246323702566",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Kamla Gupta,"7305485456233246",,2,0,4,TATADigital,,0
2023-12-11,Neutral,_mrr_decent_,"6841153979267556",_mrr_decent_,3,0,4,TATADigital,,0
2023-12-11,Neutral,Ajay Kulshrestha,"7231463876866701",,2,0,4,TATADigital,,0
2023-12-11,Neutral,dsantosh19,"7028464420524046",dsantosh19,3,0,6,TATADigital,,0
2023-12-11,Neutral,Jaykisan Kumar,"7277952632224033",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Vikash Kumar,"7391860924160476","",2,0,6,TATADigital,,0
2023-12-11,Positive,baji baji,a:e40b7994-2433-4d6e-9dae-9e9c2c93206f,"",7,0,14,TATADigital,,0
2023-12-11,Neutral,Shailesh Shailesh Kumar,"7151648534891823",,2,0,4,TATADigital,,0
2023-12-11,Positive,Ankit Rajput,"7247983975246394",,2,0,4,TATADigital,,0
2023-12-11,Neutral,mepahihussen,"6843669489056147",mepahihussen,3,0,6,TATADigital,,0
2023-12-11,Neutral,Shiv Kumar,"7205211612875698",,2,0,4,TATADigital,,0
2023-12-11,Neutral,dsantosh19,"7028464420524046",dsantosh19,3,0,6,TATADigital,,0
2023-12-11,Neutral,_roshnibiswas_here,"7749074425119992",_roshnibiswas_here,3,0,6,TATADigital,,0
2023-12-11,Neutral,Lal Kumar,"7396312650413800","",2,0,6,TATADigital,,0
2023-12-11,Negative,Suma Renuka,a:efc75da5-9bcf-4ea0-9fd5-ab3bdbe2708f,"",7,0,14,TATADigital,,0
2023-12-11,Neutral,its_jagmeet26,"7161005900673177",its_jagmeet26,3,0,6,TATADigital,,0
2023-12-11,Neutral,Babu Kutti,"7122211801198305",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Rahid Khan,"6650013641793892",,2,0,4,TATADigital,,0
2023-12-11,Neutral,ved18_11,"7050634231659218",ved18_11,3,0,6,TATADigital,,0
2023-12-11,Neutral,dsantosh19,"7028464420524046",dsantosh19,3,0,6,TATADigital,,0
2023-12-11,Neutral,Kanchan Narang,"7213275292097121",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Lal Kumar,"7396312650413800","",2,0,6,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170797,"",7,1,13,TATADigital,,0
2023-12-11,Neutral,Naveen Wadhvani,"6989342574477273","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Raja Mohan Mamidi,"7115746088464068",,2,0,4,TATADigital,,0
2023-12-11,Neutral,MD Kurban,"6663503153747766","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Pravez Sheikh,"7065266140231284","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Vanaja Muralidhar,"6964265990287898",,2,0,4,TATADigital,,0
2023-12-11,Positive,Priya Biswas Dey,"7108846972470330",,2,0,4,TATADigital,,0
2023-12-11,Negative,Davids BrandsAi,"7408540812491320","",2,0,6,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170798,"",7,1,13,TATADigital,,0
2023-12-11,Neutral,Ayaz Meman,"6946006005517735",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Kamlesh Kanabar,"7085888701467105",,2,0,4,TATADigital,,0
2023-12-11,Neutral,MD Kurban,"6663503153747766","",2,0,6,TATADigital,,0
2023-12-11,Positive,Pravez Sheikh,"7065266140231284","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Bsgowda Basavaraju,"6946623905415599",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Latif Y Shaikh,"7079771808751184","",2,0,6,TATADigital,,0
2023-12-11,Positive,Jishnu Chandran,"7418459241506655",,2,0,4,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170811,"",7,1,13,TATADigital,,0
2023-12-11,Neutral,Ayaz Meman,"6946006005517735",,2,0,4,TATADigital,,0
2023-12-11,Neutral,shivaay.thelimitless,"7090242467702736",shivaay.thelimitless,3,0,6,TATADigital,,0
2023-12-11,Neutral,Mahboob Khan,"6688449604611430",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Pavan Gupta,"7109374885796204",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Bittu Khan,"6943928815720768",,2,0,4,TATADigital,,0
2023-12-11,Positive,sadhnajain20,"7030557437000531",sadhnajain20,3,0,6,TATADigital,,0
2023-12-11,Positive,Sadasivuni Mukesh,"7294497157245944",,2,0,4,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170841,"",7,1,13,TATADigital,,0
2023-12-11,Neutral,Ayaz Meman,"6946006005517735",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Lalita Damor,"7003016656458520",,2,0,4,TATADigital,,0
2023-12-11,Neutral,imvaibhavgehlot,"6690932087701305",imvaibhavgehlot,3,0,6,TATADigital,,0
2023-12-11,Neutral,Nanhi Singhnya,"7105211276168234","",2,0,6,TATADigital,,0
2023-12-11,Positive,Thota Gopalakrishna Thota Gopalakrishna,"6945473525509376",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Harssh Bhardwaj,"6985865298149910","",2,0,6,TATADigital,,0
2023-12-11,Positive,Sadasivuni Mukesh,"7294497157245944",,2,0,4,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170849,"",7,1,13,TATADigital,,0
2023-12-11,Positive,Chotu Chotu,"6946550215423034",,2,0,4,TATADigital,,0
2023-12-11,Neutral,चैतन्य नारंग,"7003277166375019",,2,0,4,TATADigital,,0
2023-12-11,Negative,imvaibhavgehlot,"6690932087701305",imvaibhavgehlot,3,0,6,TATADigital,,0
2023-12-11,Neutral,Ajay Mathur,"7107430592650890",,2,0,4,TATADigital,,0
2023-12-11,Positive,Raval Pravin,"6921409327978842",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Pintu Gaharwar,"7011658342252600","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Rajendran Gn,"7295590590487682",,2,0,4,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170894,"",7,1,13,TATADigital,,0
2023-12-11,Neutral,Chotu Chotu,"6946550215423034",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Giri Girish,"7005549496205713",,2,0,4,TATADigital,,0
2023-12-11,Neutral,imvaibhavgehlot,"6690932087701305",imvaibhavgehlot,3,0,6,TATADigital,,0
2023-12-11,Neutral,ravimb2021,"7006333012775651",ravimb2021,3,0,6,TATADigital,,0
2023-12-11,Neutral,Padmam Alice,"6784929671605112",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Mitreshwaran,"6951494928291357",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Rs Rs,"7126628434054015","",2,0,6,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170899,"",7,1,13,TATADigital,,0
2023-12-11,Negative,Vikram Kedia,"7077436325635562",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Sonu Sonu,"7024096554353316",,2,0,4,TATADigital,,0
2023-12-11,Neutral,imvaibhavgehlot,"6690932087701305",imvaibhavgehlot,3,0,6,TATADigital,,0
2023-12-11,Neutral,Navl Kumar,"7013279568729555",,2,0,4,TATADigital,,0
2023-12-11,Neutral,jugesh_._1307,"6824194141010093",jugesh_._1307,3,0,6,TATADigital,,0
2023-12-11,Neutral,Sunil Jejurkar,"6954786854600053",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Yogesh Rajput,"7115541418489718","",2,0,6,TATADigital,,0
2023-12-11,Neutral,,com.tatadigital.tcp_170906,"",7,1,13,TATADigital,,0
2023-12-11,Negative,Vikram Kedia,"7077436325635562",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Sankar Rabari,"6959363107489817",,2,0,4,TATADigital,,0
2023-12-11,Positive,imvaibhavgehlot,"6690932087701305",imvaibhavgehlot,3,0,6,TATADigital,,0
2023-12-11,Neutral,Avinash Shinde,"6986098711474227",,2,0,4,TATADigital,,0
2023-12-11,Positive,Andrew Awmpuia,"6771048146250162",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Sunil Jejurkar,"6954786854600053",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Yogesh Rajput,"7115541418489718",,2,0,4,TATADigital,,0
2023-12-11,Positive,Bijron,b811085f-6fad-4799-901f-f90501f7cca5,,30,0,14,TATADigital,,0
2023-12-11,Neutral,ganga_cooking_recipes,"7106516022734480",ganga_cooking_recipes,3,0,6,TATADigital,,0
2023-12-11,Neutral,Rajesh Kumar,"6966797846723151",,2,0,4,TATADigital,,0
2023-12-11,Neutral,imvaibhavgehlot,"6690932087701305",imvaibhavgehlot,3,0,6,TATADigital,,0
2023-12-11,Neutral,_gxdfrey,"7007414615994759",_gxdfrey,3,0,6,TATADigital,,0
2023-12-11,Positive,Andrew Awmpuia,"6771048146250162",,2,0,4,TATADigital,,0
2023-12-11,Negative,Jholta Kuldeep Sharma,"6856611034375897",,2,0,4,TATADigital,,0
2023-12-11,Neutral,faiz.ahmed67,"7194732433911668",faiz.ahmed67,3,0,6,TATADigital,,0
2023-12-11,Neutral,yami_gautam_fan88,"7361732833836993",yami_gautam_fan88,3,0,6,TATADigital,,0
2023-12-11,Neutral,khan_rhen,"7115817881810010",khan_rhen,3,0,6,TATADigital,,0
2023-12-11,Neutral,Vishal K,"6970200666432836",,2,0,4,TATADigital,,0
2023-12-11,Neutral,imvaibhavgehlot,"6690932087701305",imvaibhavgehlot,3,0,6,TATADigital,,0
2023-12-11,Neutral,_gxdfrey,"7007414615994759",_gxdfrey,3,0,6,TATADigital,,0
2023-12-11,Neutral,khan_gull_610,"6655918214520169",khan_gull_610,3,0,6,TATADigital,,0
2023-12-11,Neutral,Parveen Kumar,"6841088309320767",,2,0,4,TATADigital,,0
2023-12-11,Neutral,faiz.ahmed67,"7194732433911668",faiz.ahmed67,3,0,6,TATADigital,,0
2023-12-11,Neutral,Akif Hussain,"7139060516158244",,2,0,4,TATADigital,,0
2023-12-11,Neutral,chhibber_shivam,"6887375378043936",chhibber_shivam,3,0,6,TATADigital,,0
2023-12-11,Positive,Vishal K,"6970200666432836",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Ghalib Mirza,"6626409087470962","",2,0,6,TATADigital,,0
2023-12-11,Negative,_gxdfrey,"7007414615994759",_gxdfrey,3,0,6,TATADigital,,0
2023-12-11,Positive,Rajesh Patel,"6594353454008762",,2,0,4,TATADigital,,0
2023-12-11,Positive,Sumanji Jha,"6861469627302735",,2,0,4,TATADigital,,0
2023-12-11,Positive,Rudra Kumar,"6958684590818379",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Rajbali Rajbali,"7197463230276260","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Krishna Bhanchor,"6885178241573131",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Sabit Sarfani,"6909750482416886",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Rashmi Sarda,"6418074258292663","",2,0,6,TATADigital,,0
2023-12-11,Negative,_gxdfrey,"7007414615994759",_gxdfrey,3,0,6,TATADigital,,0
2023-12-11,Positive,Abdul Rashid Lone Lone,"6512211945555534",,2,0,4,TATADigital,,0
2023-12-11,Positive,Purushu M,"6834093453376553",,2,0,4,TATADigital,,0
2023-12-11,Positive,Rudra Kumar,"6958684590818379",,2,0,4,TATADigital,,0
2023-12-11,Negative,mistar_black_viper_21,"7169237489806200",mistar_black_viper_21,3,0,6,TATADigital,,0
2023-12-11,Positive,Prabhakar Milk,"6916398848439544","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Giyas Uddin Kazi,"6898768893546247","",2,0,6,TATADigital,,0
2023-12-11,Positive,Rashmi Sarda,"6418074258292663","",2,0,6,TATADigital,,0
2023-12-11,Neutral,_gxdfrey,"7007414615994759",_gxdfrey,3,0,6,TATADigital,,0
2023-12-11,Neutral,Rajesh Kumar Sahani,"6631689036940748",,2,0,4,TATADigital,,0
2023-12-11,Neutral,trivenitriveni901,"6810155405735446",trivenitriveni901,3,0,6,TATADigital,,0
2023-12-11,Positive,Rudra Kumar,"6958684590818379",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Shaddu Shaddu,"7172097889495955","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Omprakash Awasthi,"6913971122003524",,2,0,4,TATADigital,,0
2023-12-11,Positive,Tushar Kar,"6868327023281723",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Rashmi Sarda,"6418074258292663","",2,0,6,TATADigital,,0
2023-12-11,Negative,_gxdfrey,"7007414615994759",_gxdfrey,3,0,6,TATADigital,,0
2023-12-11,Neutral,राघवेंद्र राजपूत भरका,"6327314614036522",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Velmurugan Velmurugan,"6893241680729979","",2,0,6,TATADigital,,0
2023-12-11,Negative,Dinesh Garg,"6958505270908814",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Satyam Chaudhary,"7332471283444115",,2,0,4,TATADigital,,0
2023-12-11,Positive,Kaushik Patel,"6842003305883311",,2,0,4,TATADigital,,0
2023-12-11,Neutral,rajborosna,"6858893024223757",rajborosna,3,0,6,TATADigital,,0
2023-12-11,Positive,Rashmi Sarda,"6418074258292663","",2,0,6,TATADigital,,0
2023-12-11,Negative,_gxdfrey,"7007414615994759",_gxdfrey,3,0,6,TATADigital,,0
2023-12-11,Neutral,Sujata Singh,"6164264413611097",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Velmurugan Velmurugan,"6893241680729979","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Shashi Chatur,"6952623408188319",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Antav Ganguly 🟦,"730753999373099008",theantav,1,0,6,TATADigital,,0
2023-12-11,Neutral,Bijendra Chaudhary,"6849901788430768",,2,0,4,TATADigital,,0
2023-12-11,Negative,Dolwin Kolalagiri,"6734873596641774",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Rashmi Sarda,"6418074258292663","",2,0,6,TATADigital,,0
2023-12-11,Neutral,_gxdfrey,"7007414615994759",_gxdfrey,3,0,6,TATADigital,,0
2023-12-11,Positive,Krishna Turaha,"5127500283999574",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Ramani Purushonan,"6655355604592608",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Yaseen Raza,"6941798382542684","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Md Hussain Ansari,"7294879520543469",,2,0,4,TATADigital,,0
2023-12-11,Negative,Nimai Barman,"6799303243484174",,2,0,4,TATADigital,,0
2023-12-11,Negative,Dolwin Kolalagiri,"6734873596641774",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Rashmi Sarda,"6418074258292663","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Prakash Ranjithapa,"6972116519546382","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Aatrey Sinai Kakodkar,"5432609316794728",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Mahesh Pundir,"6662187830540014",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Jatin Kareer,"6934173940036830","",2,0,6,TATADigital,,0
2023-12-11,Neutral,ঈশান রায়,"7070748573017307",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Kousalya,"6804674649582305",,2,0,4,TATADigital,,0
2023-12-11,Positive,Shivam Asiwal,"6686122641478845",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Rashmi Sarda,"6418074258292663","",2,0,6,TATADigital,,0
2023-12-11,Neutral,Pankaj Agarwal,"6958700674206879",,2,0,4,TATADigital,,0
2023-12-11,Negative,Narooooo91,"3eadc830-9d61-4ad4-ac84-782619b668aa",,30,0,14,TATADigital,,0
2023-12-11,Positive,Gaurav Singla,"6619060878201457",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Mukkalappa Banni,"7041177875938957",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Maitri Niogi,"7084219641599935",,2,0,4,TATADigital,,0
2023-12-11,Neutral,manthann_.__,"6804724199574914",manthann_.__,3,0,4,TATADigital,,0
2023-12-11,Neutral,x_gadalka_x,"6577311625700306",x_gadalka_x,3,0,6,TATADigital,,0
2023-12-11,Neutral,asamn252,"6497508167021963",asamn252,3,0,6,TATADigital,,0
2023-12-11,Neutral,ataullah393_khan,"6911068969014458",ataullah393_khan,3,0,4,TATADigital,,0
2023-12-11,Neutral,unfav._aniket_,"24767893536131331",unfav._aniket_,3,0,6,TATADigital,,0
2023-12-11,Neutral,sallukhan8180,"6651913508178651",sallukhan8180,3,0,6,TATADigital,,0
2023-12-11,Neutral,i_amhbb,"7042306222494602",i_amhbb,3,0,6,TATADigital,,0
2023-12-11,Neutral,Vinayak Malagavi,"6991538540881550",,2,0,4,TATADigital,,0
2023-12-11,Neutral,manthann_.__,"6804724199574914",manthann_.__,3,0,4,TATADigital,,0
2023-12-11,Negative,Lal Singh Singh,"6497580410347839",,2,0,4,TATADigital,,0
2023-12-11,Neutral,asamn252,"6497508167021963",asamn252,3,0,6,TATADigital,,0
2023-12-11,Neutral,Jancy,"6790600737715787","",2,0,6,TATADigital,,0
2023-12-11,Negative,ak___--28,"28e21e0f-b7c0-49bb-9c6f-7dbd38813db7",,30,0,14,TATADigital,,0
2023-12-11,Neutral,kismat__ki__haqeeqat,"6699900966732184",kismat__ki__haqeeqat,3,0,6,TATADigital,,0
2023-12-11,Neutral,Badan Mondal,"7013659572062190",,2,0,4,TATADigital,,0
2023-12-11,Neutral,srijan_6840_,"7041353835887218",srijan_6840_,3,0,6,TATADigital,,0
2023-12-11,Positive,Duryodhan Sahoo,"6590250134426494",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Lal Singh Singh,"6497580410347839",,2,0,4,TATADigital,,0
2023-12-11,Neutral,asamn252,"6497508167021963",asamn252,3,0,6,TATADigital,,0
2023-12-11,Neutral,Santosh Damor,"6795792320515667",,2,0,4,TATADigital,,0
2023-12-11,Neutral,Mathan Jagan,"24424116170567838",,2,0,4,TATADigital,,0
2023-12-11,Neutral,bhabhi_lovers_0003,"6811449505629649",bhabhi_lovers_0003,3,0,6,TATADigital,,0
2023-12-11,Neutral,Udaykant Tripathi,"7034073809990064","",2,0,6,TATADigital,,0
2023-12-11,Positive,chotuguptoa,"6968025756568291",chotuguptoa,3,0,4,TATADigital,,0
2023-12-11,Neutral,Soutan Sinha Roy,"6659037064219164","",2,0,6,TATADigital,,0
2023-12-11,Negative,Lal Singh Singh,"6497580410347839",,2,0,4,TATADigital,,0
